"","site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","k2","Hs","a","TS","ERref","lnRatio"
"14","US-Uaf",2010,"145_159",117,54,0.15862107695,-0.00825732503,4.2144172,0.349119772127475,991.85083425,0.372704023625,7.58778861111111,3.39061860489462,-0.150267464070426
"15","US-Uaf",2011,"145_159",105,36,0.18296513205,-0.0059988826515,3.038248155,0.349119772127475,991.85083425,0.372704023625,4.94649266666667,3.19885717460659,-0.208486235052321
"16","US-Uaf",2013,"145_159",105,39,0.1312865541,-0.00836166332,4.26951595,0.349119772127475,991.85083425,0.372704023625,4.12229218055556,2.90008967929773,-0.306538187725342
"17","US-Uaf",2014,"145_159",104,39,0.11039307386,-0.004893540833585,3.63766433,0.349119772127475,991.85083425,0.372704023625,4.86369388888889,2.5294156059711,-0.443291557859475
"18","US-Uaf",2015,"145_159",114,36,0.1588036372,-0.006772097157,4.69250351,0.349119772127475,991.85083425,0.372704023625,5.81972569444444,3.94039057117005,0
"19","US-Uaf",2016,"145_159",127,33,0.101459781165,-0.00382807212737,3.975049235,0.349119772127475,991.85083425,0.372704023625,6.90869064027778,2.67318346124109,-0.388009778376511
"20","US-Uaf",2017,"145_159",103,33,0.1731813365,-0.003120632190105,2.180413965,0.349119772127475,991.85083425,0.372704023625,6.37125077986111,2.53729021054599,-0.440183182832221
"21","US-Uaf",2018,"145_159",100,36,0.188530051,-0.007710172486,2.633418515,0.349119772127475,991.85083425,0.372704023625,6.03284880444444,2.75772380815531,-0.356874215854517
"22","US-Uaf",2020,"145_159",110,30,0.1802457698,-0.005556143204,2.35706109,0.349119772127475,991.85083425,0.372704023625,6.27437658333333,2.59112144906573,-0.41918907422064
"23","US-Uaf",2021,"145_159",105,51,0.1799189415,-0.00740721192,4.099507385,0.349119772127475,991.85083425,0.372704023625,6.05488809361111,3.87957346395361,-0.0155546325139069
"24","US-Uaf",2024,"145_159",104,30,0.1358204562,-0.0043217955904,3.59605315,0.349119772127475,991.85083425,0.372704023625,6.14861064444444,2.9557625653468,-0.287523171229909
"25","US-Uaf",2009,"187_201",104,66,0.15519486945,-0.004054218019725,2.290920605,0.77008097637,992.07934425,0.4255714906,11.2509097222222,5.26250241923484,0.103950286822928
"26","US-Uaf",2010,"187_201",101,69,0.067184445412,-0.00556659058345,6.21984013,0.77008097637,992.07934425,0.4255714906,10.2788857638889,3.5208821361992,-0.297944806809428
"27","US-Uaf",2011,"187_201",112,48,0.1122217638469,-0.0066738549674,5.72448556,0.77008097637,992.07934425,0.4255714906,9.64427638888889,4.65303283772687,-0.0191371417363075
"28","US-Uaf",2013,"187_201",109,57,0.08647700055,-0.00265538723802,3.7535426,0.77008097637,992.07934425,0.4255714906,10.5702473611111,4.0952525284243,-0.146827988990997
"29","US-Uaf",2014,"187_201",105,72,0.13638060385,-0.00706258128985,3.58847841,0.77008097637,992.07934425,0.4255714906,9.83969583333333,4.09832374790766,-0.146078323759696
"30","US-Uaf",2015,"187_201",103,42,0.14303375158,-0.00641303746285,3.657470645,0.77008097637,992.07934425,0.4255714906,10.7251694444444,4.74293608851559,0
"31","US-Uaf",2016,"187_201",104,48,0.11360375695,-0.00319187781677,2.9672467285,0.77008097637,992.07934425,0.4255714906,12.6930461916667,4.32788111163474,-0.0915783003159855
"32","US-Uaf",2017,"187_201",108,63,0.081619378495,-0.002630785701996,4.806243685,0.77008097637,992.07934425,0.4255714906,12.4286640625,4.68163956050217,-0.0130079898797912
"33","US-Uaf",2018,"187_201",109,48,0.1278526766,-0.0053033513341,3.445220795,0.77008097637,992.07934425,0.4255714906,9.79499993472222,4.41069548441455,-0.0726239886566631
"34","US-Uaf",2020,"187_201",168,72,0.1535570958,-0.007655733686,2.06109835,0.77008097637,992.07934425,0.4255714906,10.2433201194444,3.20280139717834,-0.392630508444779
"35","US-Uaf",2021,"187_201",100,60,0.10389577749,-0.0027481520541905,3.5305081,0.77008097637,992.07934425,0.4255714906,10.5447097277778,4.64970784330055,-0.0198519836698661
"36","US-Uaf",2024,"187_201",112,45,0.092754726025,-0.004521026513075,3.69166408,0.77008097637,992.07934425,0.4255714906,9.41261167916667,3.4490957744595,-0.318544269566576
"37","US-Uaf",2009,"201_215",101,57,0.15110843485,-0.00396650542276,1.595881333,0.5357304381525,10.143427954485,0.617489985526,10.4741768055556,5.18050178851161,0.122546130765695
"38","US-Uaf",2010,"201_215",103,63,0.1077643304,-0.0068199912086,3.142269405,0.5357304381525,10.143427954485,0.617489985526,10.6496511111111,3.73456543878815,-0.204724327750679
"39","US-Uaf",2011,"201_215",103,42,0.0525476344439,-0.0063170117005,6.847024315,0.5357304381525,10.143427954485,0.617489985526,9.99220722222222,4.14312641611794,-0.100905115370169
"40","US-Uaf",2013,"201_215",101,48,0.1151038939,-0.0034828077703535,1.8717917755,0.5357304381525,10.143427954485,0.617489985526,11.2658773611111,4.09741882648137,-0.111998570242236
"41","US-Uaf",2014,"201_215",105,66,0.13999132475,-0.0071748390905,2.200693025,0.5357304381525,10.143427954485,0.617489985526,8.80736902777778,3.91532375223197,-0.157457769825569
"42","US-Uaf",2015,"201_215",101,39,0.10675081367,-0.00603253539025,3.71098067,0.5357304381525,10.143427954485,0.617489985526,10.5665373611111,4.58300910027101,0
"43","US-Uaf",2016,"201_215",102,45,0.11186096549,-0.004939988686665,2.656727235,0.5357304381525,10.143427954485,0.617489985526,10.4018399194444,4.24821341514781,-0.0758572695346349
"44","US-Uaf",2017,"201_215",105,54,0.07307043551,-0.00276490098931,3.6529641,0.5357304381525,10.143427954485,0.617489985526,11.7901495180556,4.63709706034902,0.0117327457192588
"45","US-Uaf",2018,"201_215",105,36,0.12596836835,-0.004901564361045,2.149811993,0.5357304381525,10.143427954485,0.617489985526,11.9655850069444,4.26872101353123,-0.0710415372571917
"46","US-Uaf",2020,"201_215",222,72,0.1522791874,-0.0081739934935,1.44778683,0.5357304381525,10.143427954485,0.617489985526,10.1529296055556,3.00818699591931,-0.421018220831168
"47","US-Uaf",2021,"201_215",103,51,0.11531869255,-0.00270504127829,1.9100467425,0.5357304381525,10.143427954485,0.617489985526,12.1820358833333,4.5550473053895,-0.00611987514870732
"48","US-Uaf",2024,"201_215",101,36,0.09029021109255,-0.00464413173905,2.4724629715,0.5357304381525,10.143427954485,0.617489985526,10.5977152513889,3.24706977528647,-0.344602809138225
"49","US-Uaf",2009,"215_229",102,45,0.16873150025,-0.004294127383525,1.937610905,0.470852443985125,992.15023825,0.48995805475,8.79590625,4.44558412002061,0.00740438445279847
"50","US-Uaf",2010,"215_229",97,72,0.1391073406,-0.00779187082545,3.49142535,0.470852443985125,992.15023825,0.48995805475,10.75545625,3.8002173372952,-0.149448627335895
"51","US-Uaf",2011,"215_229",106,36,0.0616277938225,-0.00632301234125,8.305831645,0.470852443985125,992.15023825,0.48995805475,8.41105152777778,4.43029743707214,0.0039598368966537
"52","US-Uaf",2013,"215_229",108,36,0.136078225,-0.00404527026652,2.26685441,0.470852443985125,992.15023825,0.48995805475,10.49421625,3.71913684436896,-0.171015276179705
"53","US-Uaf",2014,"215_229",116,54,0.17402125,-0.007974987195,2.55532581,0.470852443985125,992.15023825,0.48995805475,9.39386888888889,4.10031212208952,-0.0734437883061405
"54","US-Uaf",2015,"215_229",102,27,0.10472937893,-0.00631155891695,5.24690862,0.470852443985125,992.15023825,0.48995805475,9.66637069444445,4.41278887023047,0
"55","US-Uaf",2016,"215_229",103,33,0.12989572785,-0.004806054631041,3.05240724,0.470852443985125,992.15023825,0.48995805475,10.4326351527778,4.09457218618994,-0.0748446468472316
"56","US-Uaf",2017,"215_229",111,42,0.10492218545,-0.0034189209792,3.948048555,0.470852443985125,992.15023825,0.48995805475,10.9811791,4.54772902707991,0.030121106978279
"57","US-Uaf",2018,"215_229",102,27,0.134596004342,-0.004666686405037,2.809399275,0.470852443985125,992.15023825,0.48995805475,9.12976036111111,4.0479822698767,-0.0862883344533675
"58","US-Uaf",2020,"215_229",147,57,0.15970795245,-0.0081585580715,2.205641515,0.470852443985125,992.15023825,0.48995805475,9.23575807777778,3.13925572257145,-0.340521145662102
"59","US-Uaf",2021,"215_229",102,39,0.1259336459,-0.002797391264335,2.524744825,0.470852443985125,992.15023825,0.48995805475,9.63237633888889,4.09420963285864,-0.0749331956300764
"60","US-Uaf",2024,"215_229",103,30,0.0720065005175,-0.0049873199104,4.444517835,0.470852443985125,992.15023825,0.48995805475,8.94487203611111,3.10623735718921,-0.351094745723424
"61","US-Uaf",2009,"229_243",102,33,0.1639681855,-0.00335585275195,1.85758839,0.51103603412925,9.2382202403475,0.471226375624,6.64026486111111,3.69333802042206,-0.0356963935291674
"62","US-Uaf",2010,"229_243",110,63,0.1383804475,-0.007777893164,3.175572355,0.51103603412925,9.2382202403475,0.471226375624,7.21460263888889,3.65912378272352,-0.0450033401225372
"63","US-Uaf",2011,"229_243",116,24,0.09756337356,-0.00644699944845,5.6660439,0.51103603412925,9.2382202403475,0.471226375624,7.12950263888889,4.79627718208854,0.225612974678971
"64","US-Uaf",2013,"229_243",100,27,0.1665195386,-0.00593558858545,2.108607325,0.51103603412925,9.2382202403475,0.471226375624,7.18670361111111,3.59989947965302,-0.0613211324931121
"65","US-Uaf",2014,"229_243",124,42,0.1669078577,-0.008249048446,2.37948318,0.51103603412925,9.2382202403475,0.471226375624,7.24619513888889,3.49329551795871,-0.0913814900923592
"66","US-Uaf",2015,"229_243",114,21,0.103413455835,-0.0065251953588,4.194383025,0.51103603412925,9.2382202403475,0.471226375624,6.96177666666667,3.82755820407544,0
"67","US-Uaf",2016,"229_243",102,27,0.118077840785,-0.005676318018435,3.11374273,0.51103603412925,9.2382202403475,0.471226375624,8.81099354652778,3.44645126466456,-0.104881972532793
"68","US-Uaf",2017,"229_243",122,30,0.1190714397,-0.004163396331885,3.38723581,0.51103603412925,9.2382202403475,0.471226375624,7.70166528611111,4.0840994523461,0.0648741964599955
"69","US-Uaf",2018,"229_243",100,24,0.14531238205,-0.00430125585205,2.2666067175,0.51103603412925,9.2382202403475,0.471226375624,7.08544335694444,3.52204512249389,-0.0831852336438029
"70","US-Uaf",2020,"229_243",119,42,0.125322951,-0.007627882664,2.37307835,0.51103603412925,9.2382202403475,0.471226375624,8.51527806666667,2.65004486265315,-0.367650486088827
"71","US-Uaf",2021,"229_243",101,33,0.1387765539,-0.002647004733585,1.9077772145,0.51103603412925,9.2382202403475,0.471226375624,6.31715088194444,3.22318915398784,-0.171855765340073
"72","US-Uaf",2024,"229_243",100,21,0.0607143602391,-0.0050825480134,4.157306465,0.51103603412925,9.2382202403475,0.471226375624,6.88038820972222,2.93780982545012,-0.264562708844631
"73","US-Uaf",2009,"243_255",100,27,0.13636041265,-0.004103355424835,1.993051425,0.744712128159,992.17822975,0.54383369775,6.11929759615385,2.43659498028479,-0.354927092580557
"74","US-Uaf",2010,"243_255",107,51,0.12878308665,-0.0074139297735,2.786690355,0.744712128159,992.17822975,0.54383369775,5.46834118589744,2.82817495352251,-0.205897046511454
"75","US-Uaf",2011,"243_255",106,15,0.11567556945,-0.00605707179371,4.59437767,0.744712128159,992.17822975,0.54383369775,5.07084391025641,4.23963324537481,0.198948109384681
"76","US-Uaf",2013,"243_255",105,27,0.13065016815,-0.00480044976492,2.33140951,0.744712128159,992.17822975,0.54383369775,5.53576330128205,2.64406475269152,-0.273211245268086
"77","US-Uaf",2014,"243_255",110,30,0.17591479075,-0.0075826025647,2.051555186,0.744712128159,992.17822975,0.54383369775,2.82904121794872,2.79616899123435,-0.217278394484847
"78","US-Uaf",2015,"243_255",106,12,0.13029340217,-0.0055658981166,3.30949173,0.744712128159,992.17822975,0.54383369775,3.53263277403846,3.47477127735926,0
"79","US-Uaf",2016,"243_255",107,24,0.092542772795,-0.00506964341575,3.19097345,0.744712128159,992.17822975,0.54383369775,4.57613610480769,2.7915026534816,-0.218948621060151
"80","US-Uaf",2017,"243_255",112,18,0.118325802335,-0.005001058089885,3.14494156,0.744712128159,992.17822975,0.54383369775,5.41599989262821,3.1628671556811,-0.0940497134125995
"81","US-Uaf",2018,"243_255",104,18,0.1441368686,-0.00427169231619,2.179359016,0.744712128159,992.17822975,0.54383369775,4.26473662692308,2.68211488530739,-0.258923037758452
"82","US-Uaf",2020,"243_255",109,30,0.1286993404,-0.0063096504174,2.034205875,0.744712128159,992.17822975,0.54383369775,5.99381369871795,2.24351500088395,-0.437484824598319
"83","US-Uaf",2021,"243_255",100,27,0.08582054582,-0.003056570108265,2.650493925,0.744712128159,992.17822975,0.54383369775,5.63135913461539,2.42436219887258,-0.359960178363746
"84","US-Uaf",2024,"243_255",113,15,0.11126279348,-0.00510877570921,2.559703245,0.744712128159,992.17822975,0.54383369775,5.68467253205128,2.5159882899192,-0.322862972803387
"85","CA-Ca3",2005,"58_72",101,18,0.182781907,-0.00906817384,9.69297387,0.852964432,991.43534775,0.11556234525,8.35490540159965,2.46487617303223,0.12899779399607
"86","CA-Ca3",2010,"58_72",127,0,0.1508159563,-0.008464941295,9.727550425,0.852964432,991.43534775,0.11556234525,4.73003200709666,2.19240654845076,0.0118560428994212
"87","CA-Ca3",2011,"58_72",191,0,0.1398624028,-0.00593114313738,8.73801645,0.852964432,991.43534775,0.11556234525,2.42940423336123,1.99216193739587,-0.0839233284411385
"88","CA-Ca3",2012,"58_72",134,3,0.13994406175,-0.00582187106363,9.694452505,0.852964432,991.43534775,0.11556234525,2.65348717946497,2.19213575712273,0.0117325219891427
"89","CA-Ca3",2013,"58_72",118,0,0.1511970282,-0.0070321503635,9.320094525,0.852964432,991.43534775,0.11556234525,4.30206150817404,2.16656676383848,0
"90","CA-Ca3",2014,"58_72",100,6,0.10242859201,-0.00540012765195,7.94239284,0.852964432,991.43534775,0.11556234525,3.78646941349745,1.5847727795901,-0.312702737845608
"91","CA-Ca3",2015,"58_72",122,3,0.1566048744,-0.002737968541165,5.50682121,0.852964432,991.43534775,0.11556234525,6.29079912204172,1.52216722910453,-0.353008650193174
"92","CA-Ca3",2016,"58_72",227,0,0.1463500417,-0.00645725063775,9.363485475,0.852964432,991.43534775,0.11556234525,5.91256356349458,2.15207124560242,-0.00671302972870462
"93","CA-Ca3",2017,"58_72",142,0,0.03210568077515,-0.00709875414785,8.99434095,0.852964432,991.43534775,0.11556234525,2.76524629237703,1.28932700932635,-0.519023394127706
"94","CA-Ca3",2018,"58_72",123,9,0.14774456326,-0.0042303864306635,6.491466455,0.852964432,991.43534775,0.11556234525,2.91884793515911,1.6569791965999,-0.268147594665432
"95","CA-Ca3",2019,"58_72",217,3,0.011240719688915,-0.007892184056,7.62773,0.852964432,991.43534775,0.11556234525,1.37467796199135,1.01795712380401,-0.755345979002186
"96","CA-Ca3",2020,"58_72",171,0,0.092563908599,-0.00393179983367,6.64777867,0.852964432,991.43534775,0.11556234525,3.79832351620708,1.33850980395468,-0.48158686963811
"97","CA-Ca3",2021,"58_72",163,0,0.06530659555,-0.001684381563025,8.971096095,0.852964432,991.43534775,0.11556234525,4.80489993848112,1.61190677083268,-0.295725970231888
"98","CA-Ca3",2022,"58_72",170,0,0.07704848009,-0.00551249846267,7.95229686,0.852964432,991.43534775,0.11556234525,5.62976231126462,1.42904585387669,-0.416136791652629
"99","CA-Ca3",2023,"58_72",174,0,0.0244856811235,-0.00326951228903945,7.554718685,0.852964432,991.43534775,0.11556234525,4.30697179168082,1.15015334021773,-0.633248505366776
"100","CA-Ca3",2024,"58_72",244,0,0.02786575931,-0.00260341137803,9.06988826,0.852964432,991.43534775,0.11556234525,3.40766178193078,1.37607642643531,-0.453907497736559
"101","CA-Ca3",2005,"72_86",120,6,0.13971733015,-0.007393430195,9.608475755,0.04956278107365,991.7289225,0.17974427325,6.15435560719909,3.09122974055024,0.117802709526373
"102","CA-Ca3",2010,"72_86",127,0,0.0873389978,-0.00376196490205,8.97839156,0.04956278107365,991.7289225,0.17974427325,5.8475709447659,2.41503543697501,-0.129052315808087
"103","CA-Ca3",2011,"72_86",141,0,0.10679851885,-0.00479013371331,7.562083245,0.04956278107365,991.7289225,0.17974427325,4.57697980270214,2.19278947561861,-0.225591810022934
"104","CA-Ca3",2012,"72_86",228,24,0.0922745751,-0.004967637855005,9.155957525,0.04956278107365,991.7289225,0.17974427325,2.9174193083035,2.44995901415618,-0.114694980999764
"105","CA-Ca3",2013,"72_86",152,3,0.1277471279,-0.0069979417885,9.011470615,0.04956278107365,991.7289225,0.17974427325,4.70578196357448,2.7477057108413,0
"106","CA-Ca3",2014,"72_86",105,0,0.105473322165,-0.00472776956025,7.03379639,0.04956278107365,991.7289225,0.17974427325,4.85439861174589,2.01114173298383,-0.31206368933543
"107","CA-Ca3",2015,"72_86",105,0,0.14351575645,-0.00257339274727,5.897436005,0.04956278107365,991.7289225,0.17974427325,7.77516675076616,2.19629644613733,-0.223993768276856
"108","CA-Ca3",2016,"72_86",147,0,0.1241113183,-0.004529446994075,8.093591425,0.04956278107365,991.7289225,0.17974427325,5.80019971971592,2.5916858183042,-0.0584577174313701
"109","CA-Ca3",2017,"72_86",168,0,0.09798535593,-0.003379245703365,7.31139043,0.04956278107365,991.7289225,0.17974427325,5.06058217648552,2.09922245494432,-0.269199259884559
"110","CA-Ca3",2018,"72_86",116,6,0.111621798997,-0.00469932660769,5.95875226,0.04956278107365,991.7289225,0.17974427325,4.69851948218229,1.75546357300588,-0.448033310299828
"111","CA-Ca3",2019,"72_86",135,3,0.11446678105,-0.002861011309935,4.020030105,0.04956278107365,991.7289225,0.17974427325,8.00707912288184,1.29699621610832,-0.750715288588986
"112","CA-Ca3",2020,"72_86",132,0,0.031261355502,-0.004288283088715,6.708069695,0.04956278107365,991.7289225,0.17974427325,4.82578962229844,1.3174831745909,-0.73504304585778
"113","CA-Ca3",2021,"72_86",165,0,0.045120481095,-0.0017559665330035,8.74574191,0.04956278107365,991.7289225,0.17974427325,5.27430979545827,1.98438261455243,-0.325458436154298
"114","CA-Ca3",2022,"72_86",152,0,0.0341256314235,-0.00419819452315,8.96022409,0.04956278107365,991.7289225,0.17974427325,5.84946520702201,1.78207349649398,-0.432988704478726
"115","CA-Ca3",2023,"72_86",106,0,0.073737358109,-0.004639248188635,4.800568665,0.04956278107365,991.7289225,0.17974427325,6.99451504724252,1.15495103534043,-0.866708327070152
"116","CA-Ca3",2024,"72_86",158,3,0.0577771737815,-0.00465096083465,8.67922274,0.04956278107365,991.7289225,0.17974427325,9.86098175456291,1.93882930148915,-0.348681938416977
"117","CA-Ca3",2005,"86_100",141,0,0.0383786751321,-0.001706232370438,4.484868795,0.01421158143155,8.884706081,0.3450476533925,5.91409360490717,3.03535407903913,-0.0356356598300318
"118","CA-Ca3",2010,"86_100",152,0,0.08725828765,-0.00266540576217,3.32297373,0.01421158143155,8.884706081,0.3450476533925,4.05945168018748,2.95485194408608,-0.0625151967097358
"119","CA-Ca3",2011,"86_100",150,0,0.113739338745,-0.00542038886007,2.886409045,0.01421158143155,8.884706081,0.3450476533925,5.36030627319485,2.70360992002606,-0.151375855359601
"120","CA-Ca3",2012,"86_100",110,21,0.13329483505,-0.00449377257215,2.95444894,0.01421158143155,8.884706081,0.3450476533925,4.32172546760647,3.25291828430568,0.0335887842845221
"121","CA-Ca3",2013,"86_100",104,0,0.09983180914,-0.00571338753902,3.75434015,0.01421158143155,8.884706081,0.3450476533925,8.49507605971225,3.14547132185375,0
"122","CA-Ca3",2014,"86_100",134,3,0.083938764875,-0.002516364266215,2.957082275,0.01421158143155,8.884706081,0.3450476533925,6.82180116126846,2.54020604808203,-0.213718543755974
"123","CA-Ca3",2015,"86_100",133,0,0.095879889745,-0.0029293231841,2.653801035,0.01421158143155,8.884706081,0.3450476533925,7.83869972522313,2.40455527186066,-0.268598774475401
"124","CA-Ca3",2016,"86_100",110,3,0.11569537612,-0.0053130245501,2.86933599,0.01421158143155,8.884706081,0.3450476533925,9.91913647634776,2.66753300402823,-0.164809666027037
"125","CA-Ca3",2017,"86_100",113,0,0.043838617112835,-0.0060668823342,3.078361845,0.01421158143155,8.884706081,0.3450476533925,5.97001186664439,1.817127976051,-0.548706523245383
"126","CA-Ca3",2018,"86_100",111,3,0.129953061454,-0.0035341691447,1.96945634,0.01421158143155,8.884706081,0.3450476533925,5.71756251874661,2.1471347730346,-0.38182945313967
"127","CA-Ca3",2019,"86_100",125,0,0.062379705055,-0.00162688539636,3.38259939,0.01421158143155,8.884706081,0.3450476533925,8.08142161673758,2.65827876482648,-0.168284910334296
"128","CA-Ca3",2020,"86_100",131,0,0.0357574635815,-0.001360753111037,3.35591113,0.01421158143155,8.884706081,0.3450476533925,5.04359354429895,2.27269116819916,-0.324999076837125
"129","CA-Ca3",2021,"86_100",145,0,0.0905335333495,-0.005115624478605,2.498081435,0.01421158143155,8.884706081,0.3450476533925,5.41198530372181,2.05517743828136,-0.425601553905231
"130","CA-Ca3",2022,"86_100",142,0,0.0399800272288,-0.003082341084445,3.49948314,0.01421158143155,8.884706081,0.3450476533925,6.67537094054809,2.27551744120303,-0.323756269564914
"131","CA-Ca3",2023,"86_100",167,0,0.0107339998798,-0.00226363895721,3.491606075,0.01421158143155,8.884706081,0.3450476533925,6.03433508806879,1.95455517633896,-0.475801106524664
"132","CA-Ca3",2024,"86_100",160,0,0.025986285878005,-0.0027247327871,3.07573013,0.01421158143155,8.884706081,0.3450476533925,8.21118329438952,1.85440200530601,-0.528401467808369
"133","CA-Ca3",2005,"100_114",133,0,0.0679958894,-0.000757164700231,3.18781397,0.0586111495893,9.47440097125,0.3105086350425,9.07931362818488,2.8076313384695,-0.18170557894787
"134","CA-Ca3",2010,"100_114",136,3,0.1074516878,-0.00266904211433,2.759306945,0.0586111495893,9.47440097125,0.3105086350425,8.50581069759967,2.94889309066331,-0.132616890339536
"135","CA-Ca3",2011,"100_114",156,3,0.071789599978,-0.00477176592251,3.85496823,0.0586111495893,9.47440097125,0.3105086350425,4.05916729551076,2.7473655373911,-0.203404300660348
"136","CA-Ca3",2012,"100_114",108,21,0.0913592726,-0.002010308556677,3.760692684,0.0586111495893,9.47440097125,0.3105086350425,7.13330067151525,3.58421728930396,0.0624933540975303
"137","CA-Ca3",2013,"100_114",124,3,0.13878569025,-0.0049277830422,2.857289555,0.0586111495893,9.47440097125,0.3105086350425,7.89137560221407,3.36708291876438,0
"138","CA-Ca3",2014,"100_114",137,3,0.0677353147365,-0.00375977763497,4.689808195,0.0586111495893,9.47440097125,0.3105086350425,7.32322148448207,3.34194726937671,-0.00749311488838366
"139","CA-Ca3",2015,"100_114",120,3,0.045802753635,-0.002928894750685,4.830795675,0.0586111495893,9.47440097125,0.3105086350425,7.36825730505984,3.08625543561592,-0.0870882438612208
"140","CA-Ca3",2016,"100_114",104,6,0.05942882976465,-0.0017217222254745,5.16839165,0.0586111495893,9.47440097125,0.3105086350425,11.2735874397408,3.82849171415116,0.128424150540724
"141","CA-Ca3",2017,"100_114",137,3,0.0952109449585,-0.004249792571355,2.40162807,0.0586111495893,9.47440097125,0.3105086350425,7.47711034161055,2.14646845208871,-0.450222855571943
"142","CA-Ca3",2018,"100_114",101,6,0.115528771895,-0.002771908395215,2.323959293,0.0586111495893,9.47440097125,0.3105086350425,6.63952050212081,2.61139677010417,-0.25416152762685
"143","CA-Ca3",2019,"100_114",125,0,0.088843847966,-0.00478267015182,3.525684135,0.0586111495893,9.47440097125,0.3105086350425,7.15370054567272,2.82482845054022,-0.175599129491299
"144","CA-Ca3",2020,"100_114",134,3,0.1223228491,-0.0042905726944,2.34921115,0.0586111495893,9.47440097125,0.3105086350425,10.1094861287272,2.5485224579304,-0.278533003799032
"145","CA-Ca3",2021,"100_114",140,0,0.1234528394,-0.00151061552467,1.452634198,0.0586111495893,9.47440097125,0.3105086350425,10.8749457938479,1.97943391206929,-0.531235865940267
"146","CA-Ca3",2022,"100_114",116,0,0.038093383508995,-0.00265853740358,3.189195955,0.0586111495893,9.47440097125,0.3105086350425,6.02618173191206,2.00839222065919,-0.516712255004552
"147","CA-Ca3",2023,"100_114",104,0,0.04499312833825,-0.004356779680455,3.366922625,0.0586111495893,9.47440097125,0.3105086350425,6.5448950922324,2.01955146733967,-0.511171325887519
"148","CA-Ca3",2024,"100_114",129,0,0.05091917686815,-0.003827462313815,4.211494,0.0586111495893,9.47440097125,0.3105086350425,9.5973022659984,2.66567945265984,-0.233587787557062
"149","CA-Ca3",2005,"114_128",121,6,0.10775341995,-0.00195437012051,4.729643175,0.026988067326505,991.828338,0.359292818,12.6224602401168,3.91960138957752,0.0345943750318473
"150","CA-Ca3",2010,"114_128",129,6,0.08610060095,-0.00259594320468,6.42154669,0.026988067326505,991.828338,0.359292818,6.96892335416376,4.18533660304048,0.100191544273245
"151","CA-Ca3",2011,"114_128",102,3,0.11124436692,-0.00376704480915,5.762926285,0.026988067326505,991.828338,0.359292818,6.58097997315506,4.30765315484683,0.128997656911039
"152","CA-Ca3",2012,"114_128",105,9,0.086002124195,-0.0024585799298,6.31374132,0.026988067326505,991.828338,0.359292818,8.73164520289587,4.11179897843252,0.0824650531220575
"153","CA-Ca3",2013,"114_128",130,3,0.09323115125,-0.001905147268485,5.09587786,0.026988067326505,991.828338,0.359292818,11.0173527011689,3.78632384739387,0
"154","CA-Ca3",2014,"114_128",104,3,0.103514609375,-0.0043391308069,6.012533585,0.026988067326505,991.828338,0.359292818,10.2221874840678,3.88537449141801,0.0258237860935275
