"YEAR","MONTH","DAY","DOY","HOUR","MINUTE","NEE","TA","TS","SWC"
2005,1,9,9,3,15,-0.1,-3.4,1.4,45.1
2005,1,9,9,3,45,-0.5,-3.5,1.4,45.1
2005,1,9,9,4,15,-0.2,-3.6,1.4,45.1
2005,1,9,9,4,45,0.4,-3.5,1.4,45
2005,1,9,9,5,15,0,-3.2,1.4,45
2005,1,9,9,5,45,0,-2.9,1.4,45
2005,1,9,9,6,15,0.1,-2.7,1.4,45
2005,1,9,9,6,45,0.4,-2.5,1.4,45
2005,1,9,9,17,15,0,0.1,1.4,45
2005,1,9,9,19,45,-1.5,1.1,1.4,45
2005,1,9,9,20,15,0.6,0.9,1.4,45
2005,1,9,9,20,45,3,0.8,1.4,45
2005,1,9,9,22,45,-3.9,0.8,1.4,45
2005,1,9,9,23,15,1.6,0.7,1.4,45
2005,1,9,9,23,45,5.2,0.6,1.4,45
2005,1,10,10,0,15,0.4,0.4,1.4,45
2005,1,10,10,0,45,0.7,0.2,1.4,45
2005,1,10,10,1,15,0.3,0.1,1.4,45
2005,1,10,10,1,45,0.5,-0.1,1.4,45
2005,1,10,10,2,15,0.3,-0.1,1.4,45
2005,1,10,10,2,45,0.5,-0.2,1.4,45
2005,1,10,10,3,15,0.3,-0.3,1.4,45
2005,1,10,10,3,45,1.1,-0.5,1.4,45
2005,1,10,10,4,45,0.2,-0.7,1.4,44.9
2005,1,10,10,6,45,0.8,-1.7,1.4,45
2005,1,10,10,17,15,-0.4,0.5,1.4,45
2005,1,10,10,17,45,1.2,0.5,1.4,45
2005,1,10,10,18,15,-0.1,0.3,1.4,45
2005,1,10,10,18,45,0.6,0.2,1.4,45
2005,1,10,10,19,15,-0.2,0.1,1.4,45
2005,1,10,10,19,45,2.3,0.1,1.4,45
2005,1,10,10,20,15,0.5,0,1.4,45
2005,1,10,10,20,45,-0.8,0,1.4,45
2005,1,10,10,21,15,0.2,0.1,1.4,45
2005,1,10,10,21,45,0.3,0.2,1.4,45
2005,1,10,10,22,15,0.7,0.3,1.4,45
2005,1,10,10,22,45,1.5,0.2,1.4,45
2005,1,10,10,23,15,3.5,0.2,1.4,45.1
2005,1,10,10,23,45,6.2,0.1,1.4,45.1
2005,1,11,11,2,15,0.6,0.1,1.4,45.1
2005,1,11,11,5,15,-0.7,0.4,1.4,45.1
2005,1,11,11,17,15,0.6,1.5,1.4,45.5
2005,1,11,11,17,45,-1.2,1.5,1.4,46
2005,1,11,11,18,15,5.2,1.5,1.4,46.5
2005,1,11,11,18,45,5.8,1.6,1.4,47.1
2005,1,11,11,19,15,1.6,1.6,1.4,47.2
2005,1,11,11,19,45,2.1,1.6,1.4,47.3
2005,1,11,11,20,15,2,1.6,1.4,47.2
2005,1,11,11,20,45,0.2,1.5,1.4,47.1
2005,1,11,11,21,15,1.5,1.5,1.4,46.8
2005,1,11,11,21,45,0.9,1.4,1.4,46.6
2005,1,11,11,22,15,1.9,1.4,1.4,46.3
2005,1,11,11,22,45,1.2,1.3,1.4,46
2005,1,11,11,23,15,1.2,1.3,1.4,45.8
2005,1,11,11,23,45,1.6,1.3,1.4,45.8
2005,1,12,12,0,15,1,1.3,1.4,45.6
2005,1,12,12,0,45,3.5,1.2,1.4,45.4
2005,1,12,12,2,15,2.2,1.3,1.4,45.4
2005,1,12,12,4,45,1.8,1.5,1.4,45.2
2005,1,12,12,6,45,0.5,2.6,1.4,45.2
2005,1,12,12,17,15,0.8,15.4,1.7,45.3
2005,1,12,12,17,45,1.3,15.3,2,45.3
2005,1,12,12,18,15,1.5,15.4,2.3,45.3
2005,1,12,12,18,45,1.2,15.4,2.6,45.3
2005,1,12,12,19,15,1.9,15.4,3,45.3
2005,1,13,13,4,45,-1.7,1.4,2.7,45.5
2005,1,13,13,6,15,0.3,1.1,2.4,46
2005,1,13,13,6,45,4.2,1.2,2.4,46.1
2005,1,13,13,17,15,0.1,-2.2,1.8,46.2
2005,1,13,13,17,45,1,-2.2,1.7,46.2
2005,1,13,13,18,15,0.9,-2.4,1.7,46.2
2005,1,13,13,18,45,0.8,-3,1.7,46.2
2005,1,13,13,19,15,0.2,-3.8,1.7,46.2
2005,1,13,13,19,45,0.3,-4.5,1.7,46.2
2005,1,13,13,20,15,0.3,-5.7,1.7,46.2
2005,1,13,13,20,45,0.5,-6.4,1.7,46.1
2005,1,13,13,21,15,0.4,-7,1.7,46
2005,1,13,13,21,45,0.7,-7.6,1.7,46
2005,1,13,13,22,15,0.9,-8.5,1.7,45.9
2005,1,13,13,22,45,0.4,-9.2,1.6,45.7
2005,1,13,13,23,15,0.7,-9.7,1.6,45.5
2005,1,13,13,23,45,0.6,-10.4,1.6,45.3
2005,1,14,14,0,15,0.7,-11.1,1.6,45
2005,1,14,14,0,45,2.1,-11.8,1.6,44.8
2005,1,14,14,1,15,-0.1,-12.2,1.6,44.5
2005,1,14,14,1,45,0.8,-12.7,1.6,44.4
2005,1,14,14,2,15,0.6,-13.2,1.6,44.2
2005,1,14,14,2,45,0.9,-13.6,1.6,44
2005,1,14,14,3,15,0.2,-13.9,1.6,43.8
2005,1,14,14,3,45,1.3,-14.5,1.6,43.7
2005,1,14,14,4,15,0.2,-15.3,1.6,43.5
2005,1,14,14,4,45,0.8,-15.8,1.6,43.3
2005,1,14,14,5,15,0.4,-16.2,1.5,43.2
2005,1,14,14,5,45,0.4,-16.5,1.5,43
2005,1,14,14,6,15,0.6,-16.6,1.5,42.8
2005,1,14,14,6,45,-0.2,-16.7,1.5,42.7
2005,1,14,14,17,15,0.7,-14.6,1.5,41.9
2005,1,14,14,17,45,0.6,-14.8,1.5,41.8
2005,1,14,14,18,15,0.3,-14.9,1.5,41.8
2005,1,14,14,18,45,0.5,-15.2,1.4,41.7
2005,1,14,14,19,15,0.3,-15.4,1.4,41.6
2005,1,14,14,19,45,0.8,-15.4,1.4,41.6
2005,1,14,14,20,15,0.5,-15.3,1.4,41.6
2005,1,14,14,20,45,0.5,-15,1.4,41.5
2005,1,14,14,21,15,0.5,-14.8,1.4,41.5
2005,1,14,14,21,45,0.6,-14.6,1.4,41.5
2005,1,14,14,22,15,0.5,-14.4,1.4,41.5
2005,1,14,14,22,45,0.3,-14.6,1.4,41.5
2005,1,14,14,23,15,0.5,-15,1.4,41.4
2005,1,14,14,23,45,0.5,-14.9,1.4,41.4
2005,1,15,15,0,15,0.3,-15.1,1.4,41.4
2005,1,15,15,0,45,0.2,-15.4,1.3,41.1
2005,1,15,15,1,15,0.5,-15.5,1.3,40.7
2005,1,15,15,1,45,0.6,-15.6,1.3,40.2
2005,1,15,15,2,15,0.9,-15.7,1.3,39.7
2005,1,15,15,2,45,0.4,-16.1,1.3,39.2
2005,1,15,15,3,15,0.8,-16.2,1.3,38.7
2005,1,15,15,3,45,0.7,-16.4,1.3,38.1
2005,1,15,15,4,15,0.4,-16.4,1.3,37.6
2005,1,15,15,5,15,0.2,-16.4,1.2,36.4
2005,1,15,15,5,45,0.4,-16.2,1.2,35.7
2005,1,15,15,6,15,0.7,-16.1,1.2,34.9
2005,1,15,15,6,45,0.6,-16.1,1.2,34.2
2005,1,15,15,17,15,0.4,-13.3,0.9,31
2005,1,15,15,17,45,0.5,-13.5,0.9,30.9
2005,1,15,15,18,15,0.5,-13.7,0.8,30.8
2005,1,15,15,18,45,0.6,-13.8,0.8,30.7
2005,1,15,15,19,15,0.4,-13.9,0.8,30.6
2005,1,15,15,19,45,0,-14,0.8,30.4
2005,1,15,15,20,15,0.2,-14.3,0.7,30.3
2005,1,15,15,20,45,0.4,-14.6,0.7,30.2
2005,1,15,15,21,15,0.4,-14.7,0.7,30.1
2005,1,15,15,21,45,0.4,-14.7,0.7,29.9
2005,1,15,15,22,15,0.5,-14.9,0.6,29.7
2005,1,15,15,22,45,0.6,-14.8,0.6,29.5
2005,1,15,15,23,15,0.5,-14.7,0.5,29.3
2005,1,15,15,23,45,0.7,-14.4,0.5,29.2
2005,1,16,16,0,15,0.6,-14.3,0.5,29.1
2005,1,16,16,0,45,0.1,-14.3,0.4,28.9
2005,1,16,16,1,15,0.3,-14.3,0.4,28.8
2005,1,16,16,1,45,0.6,-14.3,0.3,28.7
2005,1,16,16,2,15,0.6,-14.2,0.3,28.6
2005,1,16,16,2,45,0.3,-14.1,0.3,28.5
2005,1,16,16,3,15,0.3,-14.2,0.2,28.4
2005,1,16,16,3,45,0,-14.5,0.2,28.2
2005,1,16,16,4,15,0.2,-14.9,0.1,28.1
2005,1,16,16,4,45,0.5,-15.5,0,27.9
2005,1,16,16,5,15,2.1,-15.8,0,27.8
2005,1,16,16,5,45,1,-16.1,-0.1,27.7
2005,1,16,16,6,15,0,-16.4,-0.2,27.6
2005,1,16,16,6,45,0.2,-16.7,-0.2,27.5
2005,1,16,16,17,15,0.3,-13.3,-0.4,27.4
2005,1,16,16,17,45,0.1,-13.4,-0.4,27.4
2005,1,16,16,18,15,0.5,-13.7,-0.5,27.4
2005,1,16,16,18,45,0.8,-13.8,-0.6,27.5
2005,1,16,16,19,15,0.3,-13.8,-0.6,27.5
2005,1,16,16,19,45,0.4,-13.9,-0.7,27.5
2005,1,16,16,20,15,0.4,-14.1,-0.7,27.4
2005,1,16,16,20,45,0.5,-14.3,-0.8,27.4
2005,1,16,16,21,15,0.6,-14.5,-0.8,27.4
2005,1,16,16,21,45,0.4,-14.8,-0.9,27.3
2005,1,16,16,22,15,0.3,-15.1,-0.9,27.4
2005,1,16,16,22,45,-0.1,-15.3,-1,27.3
2005,1,16,16,23,15,0,-15.6,-1,27.3
2005,1,16,16,23,45,0.4,-15.8,-1.1,27.2
2005,1,17,17,0,15,0.3,-15.9,-1.1,27.2
2005,1,17,17,0,45,0.4,-16.1,-1.2,27.2
2005,1,17,17,1,15,0.4,-16.3,-1.2,27.2
2005,1,17,17,1,45,0.3,-16.6,-1.3,27.2
2005,1,17,17,2,15,-0.1,-16.8,-1.3,27.2
2005,1,17,17,2,45,0.3,-17.1,-1.4,27.2
2005,1,17,17,3,15,0.1,-17.4,-1.4,27.2
2005,1,17,17,3,45,0.2,-17.6,-1.5,27.2
2005,1,17,17,4,15,0.5,-17.8,-1.5,27.3
2005,1,17,17,4,45,0.4,-18,-1.6,27.3
2005,1,17,17,5,15,0.4,-18.1,-1.7,27.3
2005,1,17,17,5,45,0.4,-18.2,-1.7,27.3
2005,1,17,17,6,15,0.4,-18.2,-1.8,27.3
2005,1,17,17,6,45,-0.2,-18.5,-1.8,27.3
2005,1,17,17,17,15,0.4,-15.6,-2,26.8
2005,1,17,17,17,45,0.5,-16,-2,26.9
2005,1,17,17,18,15,0.3,-16.3,-2.1,26.9
2005,1,17,17,18,45,0.4,-16.5,-2.2,27
2005,1,17,17,19,15,0.6,-16.7,-2.2,27
2005,1,17,17,19,45,-0.3,-16.8,-2.3,27
2005,1,17,17,20,15,0.5,-17.1,-2.4,27.1
2005,1,17,17,21,15,0.3,-17.6,-2.5,27.2
2005,1,17,17,22,45,0.8,-17.9,-2.6,27.2
2005,1,17,17,23,15,0.1,-18,-2.7,27.3
2005,1,17,17,23,45,0.4,-18.2,-2.8,27.3
2005,1,18,18,17,15,2,-8.5,-1.6,26.5
2005,1,18,18,17,45,1.3,-8.4,-1.6,26.5
2005,1,18,18,18,15,1.9,-8.1,-1.6,26.4
2005,1,18,18,18,45,2.8,-8,-1.7,26.4
2005,1,18,18,19,15,3,-7.9,-1.7,26.4
2005,1,18,18,19,45,2.3,-7.8,-1.7,26.4
2005,1,18,18,20,15,2.1,-8,-1.7,26.5
2005,1,18,18,20,45,-2.5,-7.9,-1.7,26.5
2005,1,18,18,21,15,5,-7.6,-1.6,26.4
2005,1,18,18,21,45,0.9,-7.3,-1.5,26.4
2005,1,18,18,22,15,3,-7.1,-1.4,26.4
2005,1,18,18,23,15,1.8,-6.1,-1.2,26.4
2005,1,18,18,23,45,1.8,-5.1,-1.2,26.5
2005,1,19,19,0,15,2.1,-4.6,-1.1,26.5
2005,1,19,19,0,45,1.8,-4.1,-1,26.5
2005,1,19,19,1,15,1.7,-3.5,-1,26.5
2005,1,19,19,1,45,1,-3.2,-0.9,26.5
2005,1,19,19,2,15,0.5,-2.7,-0.8,26.6
2005,1,19,19,2,45,-3.4,-2.6,-0.8,26.6
2005,1,19,19,3,15,-0.1,-1.6,-0.7,26.6
2005,1,19,19,3,45,0.7,-0.7,-0.6,26.6
2005,1,19,19,4,15,-0.6,-0.5,-0.6,26.6
2005,1,19,19,4,45,1.2,-0.2,-0.5,26.6
2005,1,19,19,17,15,0.3,-2.3,0.3,27.7
2005,1,19,19,17,45,0.1,-2.6,0.3,27.7
2005,1,19,19,18,15,0.3,-2.8,0.3,27.7
2005,1,19,19,18,45,0.1,-3,0.3,27.7
2005,1,19,19,19,15,0,-3.1,0.3,27.7
2005,1,19,19,19,45,1,-3.2,0.3,27.7
2005,1,19,19,20,15,0,-3.6,0.3,27.7
2005,1,19,19,20,45,0,-3.9,0.3,27.7
2005,1,19,19,21,15,0.3,-4.2,0.2,27.7
2005,1,19,19,21,45,0.2,-4.3,0.2,27.7
2005,1,20,20,1,15,-0.5,-4.4,0.2,27.4
2005,1,20,20,1,45,0.3,-4.3,0.2,27.4
2005,1,20,20,2,15,0,-4.3,0.2,27.4
2005,1,20,20,2,45,0,-4.3,0.2,27.4
2005,1,20,20,19,15,-0.6,-3.7,0.4,27.9
2005,1,20,20,19,45,-2.4,-3.7,0.4,27.9
2005,1,20,20,20,15,-0.2,-3.8,0.4,27.9
2005,1,20,20,20,45,-0.8,-4,0.4,27.9
2005,1,20,20,21,15,0.1,-4.1,0.4,27.9
2005,1,20,20,21,45,-1,-4.2,0.4,27.8
2005,1,20,20,22,15,0,-4.3,0.3,27.8
2005,1,20,20,22,45,0.1,-4.4,0.3,27.8
2005,1,20,20,23,15,0.3,-4.6,0.3,27.8
2005,1,20,20,23,45,0,-4.8,0.3,27.8
2005,1,21,21,0,15,0,-4.9,0.3,27.8
2005,1,21,21,0,45,0.1,-5.1,0.3,27.7
2005,1,21,21,1,15,0.4,-5.3,0.3,27.7
2005,1,21,21,1,45,0,-5.2,0.2,27.7
2005,1,21,21,2,15,0.2,-5.2,0.2,27.7
2005,1,21,21,2,45,0.3,-5.3,0.2,27.6
2005,1,21,21,3,15,-0.3,-5.2,0.2,27.6
2005,1,21,21,3,45,-1.7,-5.2,0.2,27.6
2005,1,21,21,4,15,0.1,-5.3,0.2,27.6
2005,1,21,21,4,45,-0.1,-5.4,0.1,27.6
2005,1,21,21,5,15,-0.2,-5.5,0.1,27.6
2005,1,21,21,5,45,-0.3,-5.6,0.1,27.6
2005,1,21,21,6,15,0.5,-5.7,0.1,27.6
2005,1,21,21,6,45,0.7,-5.8,0.1,27.5
2005,1,21,21,17,15,-0.6,-7.2,0.6,28.6
2005,1,21,21,17,45,-0.7,-8,0.6,28.5
2005,1,21,21,18,15,0.3,-8.6,0.5,28.3
2005,1,21,21,18,45,-0.3,-8.7,0.5,28.2
2005,1,21,21,19,15,0.7,-8.9,0.5,28.1
2005,1,21,21,19,45,-0.8,-9,0.5,28.1
2005,1,21,21,20,15,-2.2,-9,0.5,28
2005,1,21,21,20,45,-2.1,-9.2,0.5,28
2005,1,21,21,21,15,2.5,-9.2,0.5,27.9
2005,1,21,21,21,45,0,-9.3,0.5,27.9
2005,1,21,21,22,15,0.5,-9.3,0.5,27.9
2005,1,21,21,22,45,1.5,-9.4,0.5,27.9
2005,1,21,21,23,15,3.1,-9.4,0.5,27.9
2005,1,22,22,0,15,0.4,-9.4,0.5,28
2005,1,22,22,0,45,-0.1,-9.4,0.5,28
2005,1,22,22,1,15,0.1,-9.4,0.5,28
2005,1,22,22,1,45,0.4,-9.3,0.5,28
2005,1,22,22,2,15,0.8,-9.2,0.5,28.1
2005,1,22,22,2,45,0.3,-9.1,0.5,28.1
2005,1,22,22,3,15,-1.9,-9.1,0.5,28.1
2005,1,22,22,17,15,1.2,-8.8,0.7,28.5
2005,1,22,22,17,45,1,-9.1,0.7,28.6
2005,1,22,22,18,15,0.8,-9.2,0.7,28.6
2005,1,22,22,18,45,0.6,-9.5,0.7,28.6
2005,1,22,22,19,15,0.8,-9.5,0.7,28.5
2005,1,22,22,19,45,1.2,-9.4,0.6,28.5
2005,1,22,22,20,15,1,-9.6,0.6,28.5
2005,1,22,22,20,45,1,-9.9,0.6,28.5
2005,1,22,22,21,15,0.7,-10.2,0.6,28.4
2005,1,22,22,21,45,0.6,-10.5,0.6,28.4
2005,1,22,22,22,15,0.4,-10.9,0.6,28.4
2005,1,22,22,22,45,0.6,-11.1,0.6,28.4
2005,1,22,22,23,15,0.4,-11.6,0.5,28.4
2005,1,22,22,23,45,0,-12.2,0.5,28.4
2005,1,23,23,0,15,0.5,-12.6,0.5,28.3
2005,1,23,23,0,45,0.3,-12.7,0.5,28.3
2005,1,23,23,1,15,0.3,-13.2,0.5,28.3
2005,1,23,23,1,45,0.2,-13.5,0.5,28.3
2005,1,23,23,2,15,0.5,-14,0.5,28.2
2005,1,23,23,2,45,0.3,-14.4,0.5,28.2
2005,1,23,23,3,15,0.4,-14.6,0.5,28.2
2005,1,23,23,3,45,-0.1,-14.8,0.5,28.1
2005,1,23,23,4,15,0.8,-15.4,0.4,28.1
2005,1,23,23,4,45,0.3,-15.8,0.4,28.1
2005,1,23,23,5,45,0.3,-16.9,0.4,28
2005,1,23,23,6,15,0.1,-16.2,0.4,28
2005,1,23,23,6,45,-0.3,-16.1,0.4,27.9
2005,1,23,23,17,15,0.4,-10.1,0.6,28.2
2005,1,23,23,17,45,0.8,-10.2,0.6,28.3
2005,1,23,23,18,15,0.5,-9.7,0.5,28.4
2005,1,23,23,18,45,0.2,-9.9,0.5,28.4
2005,1,23,23,19,15,0.2,-9.4,0.4,28.5
2005,1,23,23,19,45,0.3,-9.3,0.4,28.5
2005,1,23,23,20,15,0.2,-9.6,0.4,28.5
2005,1,23,23,20,45,0.1,-9.9,0.3,28.5
2005,1,23,23,21,15,-0.1,-9.2,0.3,28.5
2005,1,23,23,21,45,0.2,-8.8,0.3,28.4
2005,1,23,23,22,15,0,-8.7,0.3,28.3
2005,1,23,23,22,45,0.1,-8.3,0.3,28.2
2005,1,23,23,23,15,0,-7.8,0.3,28.2
2005,1,23,23,23,45,0.3,-7.8,0.2,28.2
2005,1,24,24,0,15,0.3,-7.9,0.2,28.2
2005,1,24,24,0,45,0,-7.5,0.2,28.2
2005,1,24,24,1,15,0.5,-6.8,0.2,28.2
2005,1,24,24,1,45,0.6,-6.2,0.2,28.1
2005,1,24,24,2,15,0.8,-5.7,0.2,28.1
2005,1,24,24,2,45,0,-5.5,0.2,28.1
2005,1,24,24,3,15,0,-5.4,0.2,28.1
2005,1,24,24,3,45,0.2,-5.3,0.2,28.2
2005,1,24,24,4,15,0.1,-5.2,0.3,28.2
2005,1,24,24,4,45,0,-5,0.3,28.2
2005,1,24,24,5,15,0.4,-4.9,0.3,28.3
2005,1,24,24,5,45,0.1,-4.8,0.3,28.3
